"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id","username"
"1851116905509372312","Tue Oct 29 04:23:59 +0000 2024","0","@Setiyanii_lucky Error gimana jaringan Telkomsel-nya Kak? Posisi Kakak lagi di daerah mana? -Sari","1851117754373607429","","Setiyanii_lucky","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851117754373607429","255409050","Telkomsel"
"1851117495106879592","Tue Oct 29 04:22:57 +0000 2024","0","@Telkomsel siang hari kok bohong/nipu https://t.co/8uYMe56cIy","1851117495106879592","https://pbs.twimg.com/media/GbB9jBObQAAcuYt.jpg","Telkomsel","in","in need of another mega quake","0","1","0","https://x.com/Brighter_within/status/1851117495106879592","1794389047839997952","Brighter_within"
"1850901858635936109","Tue Oct 29 04:22:35 +0000 2024","0","@aimhotie Wiihhh muantaapp spill yuk paket apa namanya Kak? -Sari","1851117403826249940","","aimhotie","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851117403826249940","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 04:21:37 +0000 2024","0","@aguspurnayasa96 @aguspurnayasa96 Siang Kak Agus. Yukk ceritain detailnya supaya bisa Emmy bantu cari solusinya ya. Makasih -Emmy","1851117160632107222","","aguspurnayasa96","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851117160632107222","255409050","Telkomsel"
"1851092715649581407","Tue Oct 29 04:21:32 +0000 2024","0","@mildfect pagi menjelang siang","1851117136670064856","","mildfect","in","","0","0","0","https://x.com/trbalik/status/1851117136670064856","1530571851541336064","trbalik"
"1851040956281430354","Tue Oct 29 04:21:05 +0000 2024","0","@Telkomsel KOTA PADANG APA ADA MASALAHNYA?","1851117024778531288","","Telkomsel","in","Beji, Indonesia","0","2","0","https://x.com/354Dmc51013/status/1851117024778531288","1726699029839691776","354Dmc51013"
"1851115926705619446","Tue Oct 29 04:20:49 +0000 2024","0","@mushroobm @mushroobm Sebentar yaa Kak. Joan upayakan bisa bantu secepatnya :) -Joan","1851116957543928140","","mushroobm","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851116957543928140","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 04:19:30 +0000 2024","1","@Telkomsel Otw ganti operator produk dalam negeri gak ada yg bisa di percaya","1851116625023414547","","Telkomsel","in","","0","1","0","https://x.com/aguspurnayasa96/status/1851116625023414547","1474766558442360835","aguspurnayasa96"
"1851115735252418791","Tue Oct 29 04:19:30 +0000 2024","0","@blackgargantua @blackgargantua Okeh Kak. Mohon tunggu konfirmasi selanjutnya via DM. Makasih -Emmy","1851116624717427098","","blackgargantua","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851116624717427098","255409050","Telkomsel"
"1851114346841018432","Tue Oct 29 04:19:21 +0000 2024","0","@keenandiya @keenandiya Siap Kak Keen DMnya bakalan dibales sama temen Micha ya mohon ditunggu -Micha","1851116590428991953","","keenandiya","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851116590428991953","255409050","Telkomsel"
"1851114804930625587","Tue Oct 29 04:17:54 +0000 2024","0","@naminjaemina Mohon maaf Kak Lalaa internetannya jadi keganggu ya. Micha bantu cek di DM yuk infoin Kecamatan dan Kota sama nomor HP tanggal waktu kejadian kalo ada 2 nomor lain yang berkendala sama. Makasih -Micha","1851116223700045911","","naminjaemina","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851116223700045911","255409050","Telkomsel"
"1851116110374191142","Tue Oct 29 04:17:27 +0000 2024","0","bikin cerpen kah ini di uts","1851116110374191142","","","in","Indonesia","0","0","0","https://x.com/kiiyomiiy/status/1851116110374191142","1237698455843131393","kiiyomiiy"
"1851115926705619446","Tue Oct 29 04:16:43 +0000 2024","0","@Telkomsel min cek dm thanks","1851115926705619446","","Telkomsel","in","wa ➡️","0","1","0","https://x.com/mushroobm/status/1851115926705619446","772331669025992704","mushroobm"
"1850900327027143071","Tue Oct 29 04:15:52 +0000 2024","0","@Telkomsel aku cowok min. Namaku lana bukan lina","1851115714121478559","","Telkomsel","in","","0","0","0","https://x.com/Lozy1p/status/1851115714121478559","1785807027148935168","Lozy1p"
"1850900327027143071","Tue Oct 29 04:15:04 +0000 2024","0","@Lozy1p @Lozy1p Sabar ya Kak Lina. Dibalesnya sesuai antrian -Micha","1851115512719413617","","Lozy1p","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851115512719413617","255409050","Telkomsel"
"1851114346841018432","Tue Oct 29 04:15:04 +0000 2024","0","@Telkomsel Sudah saya DM ya Kak. Terima kasih.","1851115511607615729","","Telkomsel","in","British Columbia, Canada","0","1","0","https://x.com/keenandiya/status/1851115511607615729","1328680857058508805","keenandiya"
"1851115300705747413","Tue Oct 29 04:14:21 +0000 2024","0","Bersama Reza Bachtiar Officer Enterprise Vertical Solution ungkap bagaimana konektivitas 5G bisa meningkatkan kualitas layanan bisnismu! #PastiAdaSolusi Berani Jadi Lebih tingkatkan produktivitas bisnismu konsultasikan dengan AM kami segera melalui https://t.co/BoWUSxdRhS https://t.co/AqAlqXTxFZ","1851115331936535020","https://pbs.twimg.com/media/GbB7lDtbQAARLgN.jpg","tselenterprise","in","","0","0","0","https://x.com/tselenterprise/status/1851115331936535020","1234697154989568000","tselenterprise"
"1851115300705747413","Tue Oct 29 04:14:18 +0000 2024","0","Dengan 5G Telkomsel daya jangkau terjamin luas kecepatan tinggi dan latency rendah mendukung integrasi teknologi digital seperti otomasi proses data real-time serta IoT yang secara signifikan mampu mengurangi kesalahan dan mempercepat pengambilan keputusan. https://t.co/baWjPD7rKC","1851115317273248210","https://pbs.twimg.com/media/GbB7kIab0AAKhKf.jpg","tselenterprise","in","","0","1","0","https://x.com/tselenterprise/status/1851115317273248210","1234697154989568000","tselenterprise"
"1851115300705747413","Tue Oct 29 04:14:14 +0000 2024","0","Transformasi digital di sektor manufaktur semakin menjanjikan! Diproyeksikan bahwa adopsi teknologi digital di sektor ini akan tumbuh hingga 14% per tahun menjadikan integrasi teknologi sebagai kebutuhan mendesak untuk meningkatkan efisiensi dan daya saing industri. https://t.co/b91nfBQBu6","1851115300705747413","https://pbs.twimg.com/media/GbB7jDraMAAYYFc.jpg","","in","","0","1","0","https://x.com/tselenterprise/status/1851115300705747413","1234697154989568000","tselenterprise"
"1851114346841018432","Tue Oct 29 04:13:31 +0000 2024","0","@keenandiya @keenandiya Jangan khawatir Kak Keen maaf ya kalo gak bisa reaktivasi di *888*89# infoin nomornya ke DM ya biar dibantu lebih lanjut dan datanya juga aman. Makasih :) -Sakia","1851115122405884080","","keenandiya","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851115122405884080","255409050","Telkomsel"
"1851114804930625587","Tue Oct 29 04:12:16 +0000 2024","0","@Telkomsel jaringan sinyal nya kompak lemot sekelas. kenapa ya???","1851114804930625587","","Telkomsel","in","she/her. ","0","2","0","https://x.com/naminjaemina/status/1851114804930625587","1373563426744664065","naminjaemina"
"1850901858635936109","Tue Oct 29 04:12:05 +0000 2024","0","@Telkomsel @fforeverrain kapan gw dikasih 25gb 50k min? pelanggan lama udah lebih dari 10 tahun di kucilkan kah????","1851114757950226829","","Telkomsel","in","Seoul, South Korea","0","0","0","https://x.com/SuperYena9/status/1851114757950226829","2326701534","SuperYena9"
"1851114346841018432","Tue Oct 29 04:10:26 +0000 2024","0","@Telkomsel nomor telkomsel saya hangus karena lupa isi pulsa. Saya sedang tidak di Indonesia. Coba lewat *888*89# tidak bisa karena kartu saya tidak ada sinyal. Bagaimana ya?","1851114346841018432","","Telkomsel","in","British Columbia, Canada","0","1","0","https://x.com/keenandiya/status/1851114346841018432","1328680857058508805","keenandiya"
"1850901858635936109","Tue Oct 29 04:09:43 +0000 2024","0","@hisanaburger Wahhh paket apa namanya itu Kak? Aman dan lancar aja kalo pake Telkomsel-nya kan Kak @hisanaburger? -Sari","1851114164611391787","","hisanaburger","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851114164611391787","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 04:08:25 +0000 2024","0","@Telkomsel Belom kamu bales dm nya bang micha","1851113838672036041","","Telkomsel","in","","0","1","0","https://x.com/Lozy1p/status/1851113838672036041","1785807027148935168","Lozy1p"
"1851111866749288860","Tue Oct 29 04:07:33 +0000 2024","0","@detrifu @detrifu Halo sama-sama Kak Detri. DM segera dibalas yuk cek berkala. -Chika","1851113618890531044","","detrifu","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851113618890531044","255409050","Telkomsel"
"1851112576056455479","Tue Oct 29 04:05:41 +0000 2024","0","@Vienttr Nomor Telkomsel-nya suka ngaktifin paketan yang mana nih Kak @Vienttr? -Sari","1851113148675473610","","Vienttr","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851113148675473610","255409050","Telkomsel"
"1850901858635936109","Tue Oct 29 04:04:59 +0000 2024","0","@tanyakanrl Sesuai kebutuhan aja sih buat aku 1gb/day cukup jdi ngambil yg sekitar 30gb/bln. Dan aku pake telkomsel 28gb per 28 hari apa 30 hari gitu lupa. Harganya 50k itu sejauh ini udah paling murah dibanding indosat yg udah nyampe harga 80-90 ribu dengan jumalh kuota yg mirip/sama","1851112973122797959","","tanyakanrl","in","","0","3","0","https://x.com/hisanaburger/status/1851112973122797959","1210712237217726464","hisanaburger"
"1850900327027143071","Tue Oct 29 04:04:48 +0000 2024","1","@Lozy1p @Lozy1p Mohon maaf ya Kak silakan lanjutkan melalui DM pasti dibalessss DMnya tungguin ya -Micha","1851112925626581482","","Lozy1p","in","Indonesia","0","2","0","https://x.com/Telkomsel/status/1851112925626581482","255409050","Telkomsel"
"1851111864253763931","Tue Oct 29 04:04:17 +0000 2024","0","@fikriauly Jaringan Telkomsel di nomor Kakak lagi ga stabil? Lokasinya di daerah mana Kak? -Sari","1851112798169989242","","fikriauly","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851112798169989242","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 04:04:16 +0000 2024","1","@Lozy1p @Lozy1p Segera Emmy cek pesan DM-nya Kak Lina. Mohon tunggu konfirmasi selanjutnya via DM. Makasih -Emmy","1851112794990813260","","Lozy1p","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851112794990813260","255409050","Telkomsel"
"1851110312101204298","Tue Oct 29 04:03:14 +0000 2024","0","@JeeeAJeee @JeeeAJeee Aksesnya lambat ya Kak :( Maafin. Infoin dulu data yg diminta ke DM yuk biar dibantu cek dan datanya juga aman. Makasih :) -Sakia","1851112530967740806","","JeeeAJeee","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851112530967740806","255409050","Telkomsel"
"1851111661941432408","Tue Oct 29 04:02:20 +0000 2024","0","@arriettypins Semoga next ada lagi yaa. Udah cek kategori paketan lainnya di MyTelkomsel belum Kak? Ada banyak promo juga loh spesial buat Kakak -Sari","1851112305502630328","","arriettypins","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851112305502630328","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 04:01:46 +0000 2024","0","@Telkomsel dikira sim nemu apa gimana dah? https://t.co/VLbxps0ZPt","1851112163332723040","https://pbs.twimg.com/media/GbB4s7BbYAAEHIM.jpg","Telkomsel","in","","0","1","0","https://x.com/Lozy1p/status/1851112163332723040","1785807027148935168","Lozy1p"
"1851110312101204298","Tue Oct 29 04:01:43 +0000 2024","0","@JeeeAJeee @JeeeAJeee Halo maaf ga nyaman Kak Jee. Infokan nomor Telkomsel awal tanggal waktu kejadian ke DM guna dibantu lebih lanjut. Makasih -Chika","1851112152217895185","","JeeeAJeee","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851112152217895185","255409050","Telkomsel"
"1851112088305090893","Tue Oct 29 04:01:28 +0000 2024","0","Kesempatanmu buat dapetin pulsa total jutaan rupiah dari #VotingPoin tinggal 3 hari lagi! Buka MyTelkomsel atau klik https://t.co/QMEIQwRbQA tukerin 1 #PoinHepi kamu dan pilih motor favoritmu seperti Vespa Matic Yamaha NMax Honda ADV atau Honda PCX. Good luck! *S&amp;K Berlaku https://t.co/pl5R73GPws","1851112088305090893","https://pbs.twimg.com/ext_tw_video_thumb/1851112062107422720/pu/img/2_FC3GNTq1mNPFP8.jpg","","in","","0","0","0","https://x.com/TelkomselHalo/status/1851112088305090893","1390975938","TelkomselHalo"
"1851109224472068396","Tue Oct 29 04:01:03 +0000 2024","0","@clumsymuggle @clumsymuggle Hihi siap Kak Wenny. Makasih ya udh setia menggunakan Telkomsel. Sukses dan sehat selalu Kak -Sakia","1851111983770452358","","clumsymuggle","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851111983770452358","255409050","Telkomsel"
"1851111875309965452","Tue Oct 29 04:00:37 +0000 2024","0","gw kepleset di kamar mandi anying untg kaga jatoh","1851111875309965452","","","in","150km","0","0","0","https://x.com/shotobabies/status/1851111875309965452","1806039874979733504","shotobabies"
"1851111866749288860","Tue Oct 29 04:00:35 +0000 2024","0","@Telkomsel haloo. Tolong cek dm. Tks","1851111866749288860","","Telkomsel","in","Indonesia","0","1","0","https://x.com/detrifu/status/1851111866749288860","272285886","detrifu"
"1851110312101204298","Tue Oct 29 04:00:04 +0000 2024","0","@Telkomsel Buat tethering buka chrome aja bgni hetdah https://t.co/CgMdiZFlaW","1851111735304077633","https://pbs.twimg.com/ext_tw_video_thumb/1851111716937236481/pu/img/KglaGBQE_MA_Jh24.jpg","JeeeAJeee","in","Jakarta Raya","0","1","0","https://x.com/JeeeAJeee/status/1851111735304077633","1546697185","JeeeAJeee"
"1839539891656699930","Tue Oct 29 03:59:58 +0000 2024","0","@mingih ngga mau yang deket biar yang mau lihat harus ada effortnya! coba kakak pake telkomsel yang koneksinya stabil? ^^ betul ini salah satu trik supaya aku ditarik jadi pemain drama biar bisa jadi idol-aktor. makasih ya kak pujiannya (walau kayanya terpaksa gitu). (:","1851111708749939172","","mingih","in","Ⲟ𝗎𝗍І𝗂𝖾𝗋𝗌, ‘00!","0","0","0","https://x.com/Kqalin/status/1851111708749939172","1281125737123069953","Kqalin"
"1850900327027143071","Tue Oct 29 03:59:57 +0000 2024","0","@Telkomsel lagian pake di nonaktifkan segala Padahal cuma minta aktifasi nomer buat beli kuota","1851111704865997199","","Telkomsel","in","","0","1","0","https://x.com/Lozy1p/status/1851111704865997199","1785807027148935168","Lozy1p"
"1851107663930884547","Tue Oct 29 03:59:07 +0000 2024","0","@bukandeng Kalo sekarang kondisi sinyalnya udah aman belum Kak? Boleh balas pesan dari Hanna di DM yuk biar segera dibantu cek yaa -Hanna","1851111495159169341","","bukandeng","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851111495159169341","255409050","Telkomsel"
"1851109224472068396","Tue Oct 29 03:59:05 +0000 2024","0","@Telkomsel Siap kakaaaa Tambah waktu tunggu-nya hingga 30 menit aja ya kak. Biar customer bisa ngopi-ngopi dulu sebelum terhubung dengan customer care officer-nya ‍️‍️‍️‍️","1851111487814975878","","Telkomsel","in","not in Hogwarts","0","1","0","https://x.com/clumsymuggle/status/1851111487814975878","926074554241265669","clumsymuggle"
"1850970704633798824","Tue Oct 29 03:58:33 +0000 2024","0","@luvilyAerine LOH??? cepet sembuh ️","1851111355920908776","","luvilyAerine","in","150km","0","1","0","https://x.com/shotobabies/status/1851111355920908776","1806039874979733504","shotobabies"
"1851110664154333315","Tue Oct 29 03:58:11 +0000 2024","0","@kodeajadulu @kodeajadulu Mohon maaf ya Kak. Mengenai jaringan gak stabilnya boleh DM nomor Telkomsel yg digunakan tanggal dan waktu kejadian lokasi detail (kelurahan kecamatan kota ) serta nomor Telkomsel lain yang berkendala sama ya. Makasih -Emmy","1851111262257856691","","kodeajadulu","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851111262257856691","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 03:58:05 +0000 2024","0","@Lozy1p @Lozy1p Kak Lina maaf ya. Sebelumnya DM Kakak sudah dibantu follow up. Silakan cek berkala. -Dhet","1851111237335347536","","Lozy1p","in","Indonesia","0","2","0","https://x.com/Telkomsel/status/1851111237335347536","255409050","Telkomsel"
"1851110544713093601","Tue Oct 29 03:57:43 +0000 2024","0","@saintfenrir @saintfenrir Kak Fenrir maaf ya buat keterlambatan responnya :( Joan follow up dan diupayakan dibantu secepatnya. -Joan","1851111143789772983","","saintfenrir","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851111143789772983","255409050","Telkomsel"
"1851108426895802520","Tue Oct 29 03:56:33 +0000 2024","0","@miserablepie Telkomsel selalu berkomitmen untuk menjaga keamanan dan kerahasiaan data pelanggannya ya Kak. Ada tips buat Kakak. Kalau Kakak sering mendapatkan panggilan dari nomor yang tidak dikenal Kakak bisa Block from unknown number/from stranger/Silence Unknown Callers di pengaturan HP","1851110849563541978","","miserablepie","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851110849563541978","255409050","Telkomsel"
"1851110566821249092","Tue Oct 29 03:55:25 +0000 2024","2","Mau jadi salah satu dari 5 orang yang dapet pulsa @Rp250K? Cus ikutan #VotingPoin! Klik https://t.co/G82svpXq2k lalu tuker 1 #PoinHepi untuk pilih motor favoritmu seperti Vespa Matic Yamaha NMax Honda ADV atau Honda PCX Vote ditunggu sampai 30 Okt 2024 *S&amp;K Berlaku https://t.co/m54CQfsqM0","1851110566821249092","https://pbs.twimg.com/amplify_video_thumb/1851110501943832576/img/q4PGpzN36JTihF44.jpg","","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851110566821249092","255409050","Telkomsel"
"1851110544713093601","Tue Oct 29 03:55:20 +0000 2024","0","@Telkomsel tolong bales dm! Dari krmn chat belum dibales!","1851110544713093601","","Telkomsel","in","Melbourne, Victoria","0","1","0","https://x.com/saintfenrir/status/1851110544713093601","131233656","saintfenrir"
"1851110312101204298","Tue Oct 29 03:54:25 +0000 2024","0","@Telkomsel Knp jaringan anda bapuck sekali ini di daerah kramat jati Jakarta Timur","1851110312101204298","","Telkomsel","in","Jakarta Raya","0","3","0","https://x.com/JeeeAJeee/status/1851110312101204298","1546697185","JeeeAJeee"
"1851110310624776633","Tue Oct 29 03:54:24 +0000 2024","0","Akhirnya mens juga ya Allah","1851110310624776633","","","in","DNSS. DNFF. DNFWOC.","0","0","0","https://x.com/AudreyTelkomsel/status/1851110310624776633","3285237451","AudreyTelkomsel"
"1851109224472068396","Tue Oct 29 03:53:32 +0000 2024","0","@clumsymuggle @clumsymuggle Makasih udah setia sama Telkomsel Kak Wenny️Boleh sapa Emmy lagi kalau membutuhkan bantuan lainnya ya. Selamat beraktivitas kembali -Emmy","1851110090440655021","","clumsymuggle","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851110090440655021","255409050","Telkomsel"
"1851109816586158260","Tue Oct 29 03:53:20 +0000 2024","0","@badwvfb @badwvfb DM Kak Levi udah diterima ya. Tunggu di DM ya untuk pengecekan lebih lanjut. Have a nice day :) -Sakia","1851110041488933159","","badwvfb","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851110041488933159","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 03:52:51 +0000 2024","0","@Telkomsel Lama banget -_-","1851109918595825710","","Telkomsel","in","","0","1","0","https://x.com/Lozy1p/status/1851109918595825710","1785807027148935168","Lozy1p"
"1851109816586158260","Tue Oct 29 03:52:26 +0000 2024","0","Cek dm kak min @Telkomsel","1851109816586158260","","","in","","0","1","0","https://x.com/badwvfb/status/1851109816586158260","1449525430000648194","badwvfb"
"1850901858635936109","Tue Oct 29 03:43:19 +0000 2024","0","@zubzebzubzapzap Kalo sekarang lagi ngaktifin paketan Telkomsel yang mana nih Kak? -Sari","1851107520678633734","","zubzebzubzapzap","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851107520678633734","255409050","Telkomsel"
"1851065884233826677","Tue Oct 29 03:43:16 +0000 2024","0","@nOthingnewzs @Telkomsel mjb skrg udh jadi add on gitu kakk ngga bundle lagi","1851107508678770975","","nOthingnewzs","in","working hours ; 07;00-23;00","0","0","0","https://x.com/byulswork/status/1851107508678770975","819454417","byulswork"
"1850937728478884318","Tue Oct 29 03:43:10 +0000 2024","0","@eigustny Maafin IndiHome dan Telkomsel ya Kak Sekarang jaringannya udah normal belum? -Indah","1851107482053329124","","eigustny","in","Indonesia","0","0","0","https://x.com/IndiHomeCare/status/1851107482053329124","765035200896118789","IndiHomeCare"
"1851107375211483335","Tue Oct 29 03:42:44 +0000 2024","0","Woii @Telkomsel ini knp deh daritadi begini muluu mau beli kuota nihhhh https://t.co/MtBusoHjFt","1851107375211483335","https://pbs.twimg.com/media/GbB0WOWbQAAYPEI.jpg","","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/txt_daritadi/status/1851107375211483335","1635659283366031363","txt_daritadi"
"1849665999710323148","Tue Oct 29 03:41:52 +0000 2024","0","@Telkomsel Dari hari jumat sampe sekarang blm selesai tuh dan di lempar lempar jawabannya kak solusinya kayak gimana?","1851107154528551277","","Telkomsel","in","Bekasi, Jawa Barat","0","1","0","https://x.com/dimasiprtm/status/1851107154528551277","241422232","dimasiprtm"
"1850900327027143071","Tue Oct 29 03:41:42 +0000 2024","1","@Lozy1p @Lozy1p Maaf Kak Lina :( Joan follow up DMnya ya. -Joan","1851107112166047807","","Lozy1p","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851107112166047807","255409050","Telkomsel"
"1850900327027143071","Tue Oct 29 03:40:59 +0000 2024","0","@fuadjanuarr @fuadjanuarr Hai Kak Fuad DM segera dibalas yuk cek cek berkala. -Chika","1851106933568389328","","fuadjanuarr","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851106933568389328","255409050","Telkomsel"
"1849665999710323148","Tue Oct 29 03:40:56 +0000 2024","0","@dimasiprtm @dimasiprtm Dibantu solusikan kok Kak Dimas. Tunggu interaksi selanjutnya di DM ya biar dibantu lebih lanjut. Makasih :) -Sakia","1851106921962717408","","dimasiprtm","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851106921962717408","255409050","Telkomsel"
"1850901858635936109","Tue Oct 29 03:40:34 +0000 2024","0","@tanyakanrl kalo lg hoki dpt yg 105gb 100k di provider Telkomsel sih gue cuma ya kadangan aja promonya ","1851106828765045044","","tanyakanrl","in","","0","1","0","https://x.com/zubzebzubzapzap/status/1851106828765045044","1276073343624441859","zubzebzubzapzap"
"1850900327027143071","Tue Oct 29 03:40:27 +0000 2024","0","@Telkomsel baca dm lah kak slowres banget - _ -","1851106799417758050","","Telkomsel","in","","0","1","0","https://x.com/Lozy1p/status/1851106799417758050","1785807027148935168","Lozy1p"
"1849665999710323148","Tue Oct 29 03:40:08 +0000 2024","0","@fuadjanuarr @fuadjanuarr Masih dalam antrian nih Kak Fuad. Ditunggu sebentar ya :) -Joan","1851106718375428485","","fuadjanuarr","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851106718375428485","255409050","Telkomsel"
"1846556584597684716","Tue Oct 29 03:39:21 +0000 2024","0","@p_ayShop Mohon maaf ya Kak. Silakan infoin data yang dikasih Kak Rai ya kirimnya ke DM supaya kendala gak bisa internet menggunakan Hotspotnya bisa dibantu cek. Makasih -Micha","1851106520458727926","","p_ayShop","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851106520458727926","255409050","Telkomsel"
"1851080188794454115","Tue Oct 29 03:39:16 +0000 2024","0","@kookieshitaeru Kak Cip langganan Telkomsel kah? Emang biasanya aktifin paket yg mana nih kak? -Indah","1851106500250648720","","kookieshitaeru","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851106500250648720","255409050","Telkomsel"
"1851106056229007810","Tue Oct 29 03:39:15 +0000 2024","0","@Q_THYNX Kak Faqih maaf ya. Penawaran paket akan disesuaikan dengan profil dan penggunaan. Cek penawaran paketnya berkala biar gak ketinggalan promo menarik dari kami. Kakak juga bisa infoin nomor HPnya via DM biar dibantu cek penawaran menarik apa aja yang ada dinomor Kakak. Tks ","1851106497096532229","","Q_THYNX","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851106497096532229","255409050","Telkomsel"
"1851100056629264607","Tue Oct 29 03:39:12 +0000 2024","0","@diantisaptarini Aman aman aja pake Telkomsel-nya kan Kak @diantisaptarini? Kalo ada apa apa sama nomor Telkomsel-nya jangan sungkan untuk konfirmasi aja yaa ️ -Sari","1851106483943121215","","diantisaptarini","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851106483943121215","255409050","Telkomsel"
"1849665999710323148","Tue Oct 29 03:39:09 +0000 2024","0","@Telkomsel Kak cek dm saya","1851106470424965489","","Telkomsel","in","Purbalingga, Indonesia","0","1","0","https://x.com/fuadjanuarr/status/1851106470424965489","991607818842095617","fuadjanuarr"
"1849665999710323148","Tue Oct 29 03:39:05 +0000 2024","0","@Telkomsel Dibales juga gak ada solusinya buat apa","1851106454306165050","","Telkomsel","in","Bekasi, Jawa Barat","0","1","0","https://x.com/dimasiprtm/status/1851106454306165050","241422232","dimasiprtm"
"1850900327027143071","Tue Oct 29 03:38:45 +0000 2024","0","@Telkomsel Kak cek dm saya","1851106372949328245","","Telkomsel","in","Purbalingga, Indonesia","0","1","0","https://x.com/fuadjanuarr/status/1851106372949328245","991607818842095617","fuadjanuarr"
"1849665999710323148","Tue Oct 29 03:38:09 +0000 2024","0","@dimasiprtm @dimasiprtm Ditunggu ya Kak Dimas. DM-nya dibalas sesuai dengan antrian. Yuk cek berkala. -Dhet","1851106222076019017","","dimasiprtm","in","Indonesia","0","2","0","https://x.com/Telkomsel/status/1851106222076019017","255409050","Telkomsel"
"1851106056229007810","Tue Oct 29 03:37:30 +0000 2024","0","Halo admin @Telkomsel Telkomsel sudah tidak menyediakan paket internet yang dibawah 100k? Sekalinya ada paket internet dibawah 100k paket bundling dengan kuota dibawah 10GB atau paket Seminggu are u ok? https://t.co/zv5arAvzev","1851106056229007810","https://pbs.twimg.com/media/GbBzJbtbQAATA3N.jpg","","in","Indonesia. Bekasi","0","1","0","https://x.com/Q_THYNX/status/1851106056229007810","200412554","Q_THYNX"
"1846556584597684716","Tue Oct 29 03:36:43 +0000 2024","0","@Telkomsel @omgfitria iya min saya mengalami hal yg sama juga hostpotnya terhubung cuma todak ada koneksi internet/jaringan","1851105861500129418","","Telkomsel","in","","0","1","0","https://x.com/p_ayShop/status/1851105861500129418","1137958420059836416","p_ayShop"
"1850901858635936109","Tue Oct 29 03:36:10 +0000 2024","0","@diabara_ @tanyakanrl 43 GB 50k makasih ya etmint @Telkomsel https://t.co/md70YC5C32","1851105722102399199","https://pbs.twimg.com/media/GbBy13MbQAEITCK.jpg","diabara_","in","R.","0","0","0","https://x.com/NotRfws/status/1851105722102399199","1162357857511063555","NotRfws"
"1851100056629264607","Tue Oct 29 03:36:02 +0000 2024","0","@BaseBDG Aku pake Telkomsel aman jaya kok nder (lokasi Jatihandap)","1851105687453254100","","BaseBDG","in","Bandung, Indonesia.","0","1","0","https://x.com/diantisaptarini/status/1851105687453254100","35707109","diantisaptarini"
"1851104929567666603","Tue Oct 29 03:35:58 +0000 2024","0","@Telkomsel daerah surabaya kak luuuueeemmoottttt sinyale","1851105672903237696","","Telkomsel","in","","0","0","0","https://x.com/dipyagesyak/status/1851105672903237696","809159997644906496","dipyagesyak"
"1850901858635936109","Tue Oct 29 03:35:37 +0000 2024","1","@kinight86 Oke banget kan paketannya Kak @kinight86? Sudah berapa lama nih gunain Telkomsel-nya? ️ -Sari","1851105581991674208","","kinight86","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851105581991674208","255409050","Telkomsel"
